ontology_name,strategy,tool_name,runtime_s,hypothesis_size,hypothesis_class_count,recovery_rate,recovered_set_precision,valid_explanation,timed_out,peak_memory_mb
ore_ont_15372,eq1,AAA,TIMEOUT,,,,,,True,
ore_ont_15372,eq2,CATS,TIMEOUT,,,,,,True,
ore_ont_15372,eq2,LETHE,25.66555094718933,11,11,1.0,0.09090909090909091,True,False,1425.09
ore_ont_15372,eq2,AAA,TIMEOUT,,,,,,True,
ore_ont_15372,eq3,CATS,TIMEOUT,,,,,,True,
ore_ont_15372,eq3,LETHE,14.727473974227905,3,3,1.0,0.3333333333333333,True,False,1517.45
ore_ont_15372,eq3,AAA,TIMEOUT,,,,,,True,
ore_ont_15372,eq4,CATS,TIMEOUT,,,,,,True,
ore_ont_15372,eq4,LETHE,16.28992462158203,4,4,1.0,0.25,True,False,1548.64
ore_ont_15372,eq4,AAA,TIMEOUT,,,,,,True,
ore_ont_15372,eq5,CATS,TIMEOUT,,,,,,True,
ore_ont_15372,eq5,LETHE,16.374533891677856,4,4,1.0,0.25,True,False,1425.43
ore_ont_15372,eq5,AAA,TIMEOUT,,,,,,True,
ore_ont_16010,eq1,CATS,2.465543746948242,23,23,1.0,0.043478260869565216,True,False,334.4
ore_ont_16010,eq1,LETHE,1.4142735004425049,23,23,1.0,0.043478260869565216,True,False,198.23
ore_ont_16010,eq1,AAA,1.0974352359771729,0,0,,,,False,
ore_ont_16010,eq2,CATS,1.616708755493164,4,4,1.0,0.25,True,False,284.98
ore_ont_16010,eq2,LETHE,1.2432286739349365,1,1,1.0,1.0,True,False,158.76
ore_ont_16010,eq2,AAA,1.0690090656280518,0,0,,,,False,
ore_ont_16010,eq3,CATS,1.6981961727142334,8,8,1.0,0.125,True,False,271.79
ore_ont_16010,eq3,LETHE,1.174795389175415,3,3,1.0,0.3333333333333333,True,False,147.47
ore_ont_16010,eq3,AAA,1.0785026550292969,0,0,,,,False,
ore_ont_16010,eq4,CATS,1.422945499420166,3,3,1.0,0.3333333333333333,True,False,231.48
ore_ont_16010,eq4,LETHE,1.4766509532928467,1,1,1.0,1.0,True,False,170.77
ore_ont_16010,eq4,AAA,1.0658495426177979,0,0,,,,False,
ore_ont_16010,eq5,CATS,1.3415231704711914,2,2,1.0,0.5,True,False,228.41
ore_ont_16010,eq5,LETHE,1.1894278526306152,2,2,1.0,0.5,True,False,147.05
ore_ont_16010,eq5,AAA,1.0756292343139648,0,0,,,,False,
ore_ont_16033,eq1,CATS,TIMEOUT,,,,,,True,
ore_ont_16033,eq1,LETHE,1.0953280925750732,1,1,0.0,0.0,True,False,140.54
ore_ont_16033,eq1,AAA,TIMEOUT,,,,,,True,
ore_ont_16033,eq2,CATS,TIMEOUT,,,,,,True,
ore_ont_16033,eq2,LETHE,1.091381311416626,1,1,0.0,0.0,True,False,142.25
ore_ont_16033,eq2,AAA,TIMEOUT,,,,,,True,
ore_ont_16033,eq3,CATS,TIMEOUT,,,,,,True,
ore_ont_16033,eq3,LETHE,1.0887267589569092,1,1,0.0,0.0,True,False,142.47
ore_ont_16033,eq3,AAA,TIMEOUT,,,,,,True,
ore_ont_16033,eq4,CATS,TIMEOUT,,,,,,True,
ore_ont_16033,eq4,LETHE,1.085735559463501,1,1,0.0,0.0,True,False,144.16
ore_ont_16033,eq4,AAA,TIMEOUT,,,,,,True,
ore_ont_16033,eq5,CATS,TIMEOUT,,,,,,True,
ore_ont_16033,eq5,LETHE,1.0877196788787842,1,1,0.0,0.0,True,False,145.27
ore_ont_16033,eq5,AAA,TIMEOUT,,,,,,True,
ore_ont_16166,eq1,CATS,31.85603618621826,480,480,1.0,0.0020833333333333333,True,False,1190.52
ore_ont_16166,eq1,LETHE,1.6463615894317627,9,9,1.0,0.1111111111111111,True,False,228.21
ore_ont_16166,eq1,AAA,4.175937175750732,0,0,,,,False,
ore_ont_16166,eq2,CATS,2.6762912273406982,4,4,1.0,0.25,True,False,340.2
ore_ont_16166,eq2,LETHE,1.6259255409240723,4,4,1.0,0.25,True,False,222.57
ore_ont_16166,eq2,AAA,1.17181396484375,0,0,,,,False,
ore_ont_16166,eq3,CATS,2.15084171295166,2,2,1.0,0.5,True,False,283.39
ore_ont_16166,eq3,LETHE,1.4850022792816162,2,2,1.0,0.5,True,False,210.04
